Name,ReleaseDate,Average Price,URL,Woman,ReleasePrice,Cluster,Collab,brand
Nike Air Force 1 '07 Craft White & Obsidian,671,256600.0,25860,0,159000,31,0,45
(Kids) Adidas Yeezy Boost 350 V2 Carbon,685,212000.0,25862,0,189000,12,0,2
Nike SB Dunk High Pro Invert Celtics,686,234400.0,25863,0,139000,18,0,45
New Balance 2002R Navy Khaki,692,135800.0,25866,0,149000,23,0,44
New Balance 2002R Khaki Brown,692,123800.0,25867,0,149000,5,0,44
New Balance 992 Made in USA Tidepool Pink,686,187000.0,25868,0,229300,12,0,44
Nike Air Force 1 Low Crater Summit White,687,96000.0,25870,0,149000,32,0,45
Nike x NASA PG 3 EP Apollo 14 Clipper Blue,1030,182600.0,25871,0,157200,15,1,45
(Infant) Adidas Yeezy Boost 350 V2 Carbon,685,169000.0,25872,0,183400,0,0,2
(W) Jordan 1 Mid Homecoming,637,237000.0,25873,1,170300,3,0,33
(W) Jordan 1 Zoom Air CMFT SE Sisterhood,686,215800.0,25875,1,179000,9,0,33
Adidas x Pharrell Williams Crazy BYW Core Black,691,170000.0,25876,0,327600,28,1,2
Adidas x Pharrell Williams Crazy BYW Cloud White,691,113666.66666666669,25877,0,327600,17,1,2
Converse x A-Cold-Wall Chuck Taylor All Star Lugged High Black,679,273000.0,25878,0,189000,26,1,18
Nike Air Max 1 Premium Spiral Sage,686,189600.0,25881,0,179000,24,0,45
Nike Air Max 1 Premium Mystic Dates,686,167200.0,25882,0,179000,24,0,45
Vans x MoMA Authentic Claude Monet,687,120000.0,25883,0,89000,0,1,61
Nike Air Force 1 Low Retro SP Wheat Mocha,679,208200.0,25884,0,169000,1,0,45
Nike Air Force 1 '07 Craft Ridgerock,684,130000.0,25885,0,159000,19,0,45
Nike Air Max 90 Surplus Desert,677,213800.0,25886,0,169000,21,0,45
Adidas x Star Wars ZX 2K Boost Han Solo,678,209333.3333333333,25887,0,223300,6,1,2
Nike Drifter Gator ISPA Hyper Crimson,679,115600.0,25888,0,259000,27,0,45
Nike Drifter Gator ISPA Black & Coastal Blue,679,69200.0,25889,0,259000,14,0,45
(W) Jordan 3 Retro Seoul,674,420200.0,25890,1,239000,17,0,33
(W) Jordan 1 Mid SE Sisterhood,677,292800.0,25891,1,139000,3,0,33
(W) Nike Dunk Low Disrupt University Red,673,121400.0,25895,1,119000,33,0,45
Vans x MoMA Classic Slip-On Vasily Kandinsky,687,50000.0,25896,0,89000,31,1,61
Vans x MoMA Old Skool Twist Salvador Dalí,687,124750.0,25897,0,99000,11,1,61
Converse Chuck 70 Hi Winter Holiday Gym Red,682,54000.0,25900,0,95000,16,0,18
Adidas x Sankuanz Rivalry Promodel,678,100000.0,25902,0,350900,17,1,2
Adidas x Sankuanz Streetball Forum,678,135000.0,25903,0,287100,17,1,2
Nike SB Air Trainer 1 Chlorophyll 2020,682,218200.0,25905,0,119000,24,0,45
Nike Air Force 1 Ultraforce Leather Linen,2003,71000.0,25906,0,131000,25,0,45
Adidas Yeezy QNTM Teal Blue,677,209000.0,25908,0,329000,27,0,2
(Kids) Adidas Yeezy QNTM Teal Blue,677,126000.0,25909,0,235800,27,0,2
(Infant) Adidas Yeezy QNTM Teal Blue,677,50000.0,25912,0,209600,25,0,2
Jordan XXXV SP-TP PF Center of Gravity,670,170000.0,25913,0,229000,14,0,33
New Balance x Salehe Bembury 2002R Peace Be the Journey,664,484400.0,25915,0,179000,33,1,44
New Balance 992 Made in USA Yellow Blue,686,192600.0,25916,0,229300,12,0,44
New Balance R_C 1300 Navy Pigment,686,213800.0,25918,0,169000,12,0,44
New Balance R_C 1300 Workwear Brown,686,191600.0,25919,0,169000,24,0,44
New Balance R_C 1300 Purple,686,136000.0,25920,0,169000,15,0,44
Nike Air Tailwind 79 Worldwide Pack Black Flash Crimson,755,103000.0,25921,0,109000,19,0,45
Jordan 1 Retro High OG Black Mocha,643,757600.0,25922,0,199000,3,0,33
Nike Offline Anthracite,677,216000.0,25923,0,139000,8,0,45
(W) Nike Blazer Mid '77 SE Chrome Luxe,679,114000.0,25925,1,129000,31,0,45
Nike Benassi Solarsoft Olyfed Olympic USA,2421,80000.0,25930,0,0,31,0,45
(W) Nike Air Force 1 Low '07 LX Chrome Luxe,679,315800.0,25931,1,149000,31,0,45
Jordan x Paris Saint-Germain Zoom '92,677,230000.0,25932,0,196500,22,1,33
Vans Vault x WTAPS Vault Classic Slip-On LX Black Bones,691,200400.0,25934,0,99000,7,1,61
Vans Vault x WTAPS Vault Classic Slip-On LX Orange Bones,691,122666.66666666669,25935,0,99000,0,1,61
Vans Vault x Needles Classic Slip-On V Black,705,163800.0,25937,0,117900,4,1,61
Vans Vault x Needles Classic Slip-On V White,705,235800.0,25938,0,117900,31,1,61
Vans Vault x Needles Classic Slip-On V Brown,705,140000.0,25939,0,117900,4,1,61
Jordan 1 Low Triple Black,877,160000.0,25940,0,117900,22,0,33
Adidas x Human Made UNOFCL Cloud White,695,99000.0,25941,0,179000,31,1,2
Adidas x Human Made UNOFCL Core Black,695,84400.0,25942,0,179000,5,1,2
New Balance x Aime Leon Dore 550 Silver Mix,677,644000.0,25943,0,170300,32,1,44
New Balance x Aime Leon Dore 550 Botanical Green,677,633800.0,25945,0,170300,32,1,44
New Balance x Aime Leon Dore 550 Red,671,514000.0,25946,0,159000,17,1,44
New Balance x Aime Leon Dore 550 Navy,677,588000.0,25947,0,170300,32,1,44
Converse x Union Chuck Taylor All Star Hi White ,674,108800.0,25958,0,115000,17,1,18
Adidas Iniki Runner Pride of the 70s USA,1946,179000.0,25962,0,170300,25,0,2
Jordan 5 x Off-White Retro SP Sail Fire Red,658,557800.0,25964,0,269000,18,1,33
Nike Air Max 97 Halloween,667,202600.0,25965,0,209000,29,0,45
Nike x Slam Jam Dunk High SP Clear Black,657,390800.0,25966,0,169000,3,1,45
Nike Air Max 90 Surplus Black,677,179000.0,25970,0,169000,29,0,45
Nike Air Max 90 Surplus Cargo Khaki,677,160400.0,25971,0,169000,29,0,45
Nike x S.P.O.T. x Lance Mountain Dunk SB Low Black,3456,312400.0,25972,0,196500,5,1,45
(W) Nike Daybreak RTL Metallic Red Bronze,708,129200.0,25973,1,109000,0,0,45
Nike Air Max 1 Ultra Moire Black White,2337,87000.0,25974,0,159000,6,0,45
Jordan 1 Low Court Purple 2020,674,324600.0,25975,0,117900,24,0,33
Nike Waffle Racer Team Red,929,99750.0,25978,0,111300,11,0,45
(W) Jordan 1 Mid SE Multi-Color,677,199200.0,25980,1,139000,3,0,33
(W) Jordan 1 Low SE Multi-Color Patent,671,139400.0,25981,1,129000,24,0,33
(W) Jordan 1 Mid Gym Red Black,678,239800.0,25983,1,139000,9,0,33
Vans Primary Check Era,1122,30000.0,25984,0,65000,7,0,61
Nike SB Dunk Low Pro Crater,670,237000.0,25985,0,119000,5,0,45
Vans Vault x CDG Lampin LX 2019,981,217000.0,25986,0,183400,7,1,61
Nike Kobe 5 Protro Zebra PE,699,550000.0,25990,0,235800,0,0,45
Nike SB Zoom Blazer Mid Pro GT ACG ,677,114000.0,25991,0,119000,20,0,45
"Nike Air More Uptempo Peace, Love & Basketball",665,303200.0,25993,0,222700,14,0,45
(W) Nike Air Force 1 LXX Pink Bleached Aqua,670,122500.0,25994,1,144100,31,0,45
Adidas München Shoes,670,80000.0,25995,0,145300,21,0,2
Vans x Concepts Sk8-Hi Mohair,723,80000.0,25999,0,144100,16,1,61
(W) Nike Air Max 97 Premium Light Cream,1337,282000.0,26000,1,253400,24,0,45
New Balance x END. X-90 Purple Haze,1237,90000.0,26002,0,176900,12,1,44
New Balance 998 Made in USA Grey White,658,244500.0,26005,0,266700,15,0,44
Vans Old Skool Pig Suede Moonbeam,1417,56000.0,26008,0,89000,31,0,61
New Balance 770 Made in UK Blue,1748,105000.0,26009,0,239200,12,0,44
New Balance 992 Made in USA Navy,768,402800.0,26011,0,259000,6,0,44
Converse x Golf le Fleur Gianno Suede Lavender,672,110000.0,26012,0,149000,15,1,18
Converse x Golf le Fleur Gianno Suede Evergreen,672,118333.33333333331,26013,0,149000,23,1,18
Asics x END. Gel-lyte III Pearl Lavender Grey,670,116000.0,26015,0,215300,0,1,4
Adidas ZX Runner 4D Aqua,671,100000.0,26016,0,262000,24,0,2
Nike Blazer Mid '77 Vintage Velvet Brown,673,130000.0,26017,0,157200,16,0,45
Adidas Yeezy Boost 350 V2 Natural,663,422600.0,26021,0,289000,31,0,2
New Balance 991 Made in UK Grey Blue,821,252000.0,26026,0,239000,6,0,44
Adidas x Swarovski Rivalry Low,693,60000.0,26028,0,196500,0,1,2
(W) Nike Air Force 1 Pixel White,665,152400.0,26033,1,131000,31,0,45
Adidas Superstar Seoul Pack,853,88600.0,26034,0,119000,0,0,2
Converse x Feng Chen Wang Chuck 70 2-in-1 Natural Ivory Black,665,395400.0,26037,0,199000,27,1,18
Converse x Feng Chen Wang Chuck 70 2-in-1 Persimmon Orange,665,294000.0,26038,0,199000,17,1,18
(W) Jordan 1 Mid SE Desert Ochre,696,212800.0,26039,1,163800,9,0,33
Jordan 1 x League of Legends Zoom Air CMFT Esports,662,223400.0,26044,0,179000,3,1,33
Nike Air Max 95 Essential Triple White,808,183000.0,26046,0,179000,31,0,45
Nike Air Force 1 Low '07 Orange Skeleton,659,188200.0,26049,0,169000,19,0,45
Jordan 1 Retro Low Triple Black,3108,95000.0,26050,0,119000,22,0,33
Adidas x Pharrell Williams Hu NMD Dash Green,662,136800.0,26051,0,299000,24,1,2
(W) Nike Daybreak Summit White University Red,667,183200.0,26063,1,119000,0,0,45
New Balance 998 Made in USA Grey Navy Red,1118,282000.0,26067,0,242400,24,0,44
Adidas x White Mountaineering LXCON Trace Khaki,936,143000.0,26070,0,279000,21,1,2
New Balance x Limited Edt x SBTG 327 Urban Islander,672,235400.0,26071,0,183400,6,1,44
(W) Nike Air Force 1 Pixel Particle Beige,672,96600.0,26073,1,139000,31,0,45
New Balance 990v5 Made in USA Khaki,960,285400.0,26074,0,239000,15,0,44
New Balance 990v4 Made in USA Grey - D Standard,2055,330000.0,26076,0,216200,24,0,44
New Balance 990v4 Made in USA Grey - 2E Wide,1782,175000.0,26077,0,216200,24,0,44
Nike Air Max 3 Radiant Red,665,176000.0,26079,0,169000,24,0,45
Asics x GmbH Gel-Quantum 360 6 Ivory Smoke Grey,666,264000.0,26080,0,271200,32,1,4
Asics x GmbH Gel-Quantum 360 6 Ivory Black,666,308400.0,26081,0,271200,8,1,4
Nike x Comme des Garcons Homme Plus Air Force Mid Black,664,489800.0,26084,0,368000,20,1,45
Reebok x JJJJound Classic Nylon White,661,218000.0,26086,0,159000,31,1,52
Dr. Martens x Medicom Toy 1460 BE@RBRICK,664,144500.0,26087,0,280000,30,1,21
Jordan XXXV x Fragment Base Grey,659,365600.0,26088,0,229000,14,1,33
Nike Air Force 1 Low Gore-Tex Medium Olive,679,119600.0,26089,0,179000,19,0,45
(W) Jordan 1 Low Gym Red Black White,667,337600.0,26090,1,119000,5,0,33
(W) Jordan 1 Zoom Air CMFT Plum Purple,658,139400.0,26091,1,169000,9,0,33
Nike Air Max 95 Freddy Krueger,657,208800.0,26096,0,237700,23,0,45
(W) Nike Daybreak BRS Starfish,664,130000.0,26103,1,119000,6,0,45
Nike Air More Uptempo Black White 2020,643,210200.0,26107,0,189000,20,0,45
Jordan 1 Retro High OG CO.JP Midnight Navy,656,427600.0,26108,0,199000,3,0,33
Nike Blazer Mid '77 NRG EMB Grey Fog,733,75000.0,26109,0,144100,17,0,45
Converse Skid Grip Ox Malachite Green,660,67000.0,26110,0,104800,0,0,18
Converse Skid Grip Hi Safari Oil Green,660,79000.0,26111,0,104800,17,0,18
Nike Air VaporMax Flyknit 3 Turquoise Crimson,1158,160000.0,26114,0,248900,1,0,45
Reebok x Minions Instapump Fury Vicious 6,686,186666.66666666663,26115,0,222700,15,1,52
Nike Air Force 1 Low '07 LV8 EMB White Red Black,664,95000.0,26117,0,108200,25,0,45
(W) Nike Daybreak BRS Speed Yellow,664,134200.0,26121,1,119000,21,0,45
Nike Challenger OG BRS Light Blue,664,60200.0,26122,0,109000,5,0,45
(W) Nike Blazer Mid '77 BRS White,664,99200.0,26123,1,119000,17,0,45
(W) Nike Air Force 1 Pixel Black White,665,126600.0,26125,1,139000,19,0,45
Nike Overbreak SP Baroque Brown,638,145800.0,26126,0,169000,12,0,45
Nike Blazer Mid '77 Infinite Rubberized Grey,658,83333.33333333333,26127,0,129000,31,0,45
Nike Blazer Mid '77 Infinite Rubberized Crimson,658,90600.0,26128,0,129000,0,0,45
(W) Nike Blazer Mid '77 Infinite Rubberized Crimson,658,140000.0,26129,1,129000,31,0,45
(W) Nike Air Force 1 Shadow Wild,658,238000.0,26130,1,159000,25,0,45
(W) New Balance x Snidel 327 ,678,309600.0,26134,1,116100,25,1,44
Nike Air Footscape Woven Chukka PRM QS Rainbow,3639,400000.0,26135,0,196500,25,0,45
Nike KD 13 EP Oreo,727,116800.0,26138,0,196500,14,0,45
Vans x Dime Half Cab Pro LTD Blue,663,208000.0,26141,0,104800,0,1,61
Adidas Yeezy Boost 380 Calcite Glow,656,337600.0,26142,0,329000,31,0,2
Asics x Nu Label Gel-Quantum 360 6 Black,658,185000.0,26143,0,271200,8,1,4
(W) Nike Zoom Double Stacked Smoke Grey,656,235800.0,26144,1,269000,29,0,45
(W) Nike Blazer Mid '77 Infinite White,675,120000.0,26145,1,144100,31,0,45
Hoka One One x Engineered Garments Hupana 2 Polka Dot Griffin,1690,262666.6666666667,26151,0,183400,31,1,28
Converse Chuck 70 Hi Quad Ripstop Black,1010,78600.0,26153,0,115000,16,0,18
Reebok x Minions Instapump Fury Minions,686,90400.0,26155,0,222700,21,1,52
Nike Air Max 95 OG Grape,2582,337800.0,26156,0,147600,25,0,45
New Balance x Jolly Rancher The Kawhi Original Flavors,656,106600.0,26158,0,189000,15,1,44
Adidas Superstar 50 CLN Halloween Pack The Mummy,660,88800.0,26159,0,149000,31,0,2
Jordan XXXIV Low PF Heritage,833,195800.0,26160,0,216200,14,0,33
Adidas Forum Low Halloween Pack Creepy Clown,660,160200.0,26161,0,149000,0,0,2
Adidas Forum Low Halloween Pack Dark Witch,660,110000.0,26163,0,149000,22,0,2
Nike Air Force 1 Boot Black Red,677,177200.0,26172,0,189000,28,0,45
Nike Air Force 1 Boot Black Anthracite,677,147200.0,26173,0,189000,20,0,45
New Balance x Jaden Smith Vision Racer Yellow,650,179500.0,26175,0,207300,21,1,44
Nike Dunk Low SP Veneer,646,267600.0,26176,0,119000,5,0,45
Nike Air Force 1 '07 LV8 Have a Good Game,646,287000.0,26177,0,129000,31,0,45
Nike Blazer Mid '77 Vintage Have a Good Game,646,306200.0,26178,0,119000,32,0,45
Nike x Wacko Maria SB Zoom Blazer Low GT,656,168000.0,26179,0,111300,11,1,45
Nike x Wacko Maria SB Stefan Janoski Canvas OG Leopard,656,179600.0,26180,0,124400,5,1,45
Jordan 4 Retro OG Fire Red 2020,628,403600.0,26186,0,239000,18,0,33
Jordan 5 Retro SE What The,649,217600.0,26187,0,239000,2,0,33
New Balance x Jolly Rancher 327 Blue Raspberry,656,119800.0,26192,0,117900,8,1,44
Nike Air Max 1 Premium Strawberry Lemonmade,644,126400.0,26194,0,169000,32,0,45
Adidas x Run-D.M.C. Superstar Jam Master Jay,642,60000.0,26195,0,157200,1,1,2
Adidas x Run-D.M.C. Superstar,642,74600.0,26196,0,139000,0,1,2
Jordan DNA LX Black,2477,80000.0,26201,0,144100,14,0,33
Nike LeBron 17 Low Metallic Gold,852,91400.0,26203,0,209600,18,0,45
Nike KD 13 EP USA,776,145000.0,26207,0,179000,18,0,45
(W) Nike Air Force 1 Jewel Low Chicago,903,125000.0,26211,1,173400,23,0,45
Nike Air Force 1 High Gore-Tex Boot Anthracite,657,163400.0,26212,0,219000,26,0,45
Reebok x Juun.J Pump Court Black,658,127600.0,26213,0,290000,20,1,52
Reebok x Juun.J Pump Court White,658,119800.0,26214,0,290000,31,1,52
Reebok x Juun.J Pump Court Emerald,658,87800.0,26215,0,290000,14,1,52
Reebok x Juun.J Pump Court Cold Grey,658,113000.0,26216,0,290000,17,1,52
New Balance x Aries 327 Black,650,166400.0,26217,0,159000,8,1,44
New Balance x Aries 327 White,650,223200.0,26218,0,159000,31,1,44
Asics x Kiko Kostadinov Gel-Kiril 2 Graphite Grey,656,421800.0,26219,0,303100,8,1,4
Asics x Kiko Kostadinov Gel-Kiril 2 Cayenne,656,252800.0,26220,0,303100,1,1,4
Asics x Kiko Kostadinov Gel-Kiril 2 Sheet Rock,656,400000.0,26221,0,303100,1,1,4
Adidas Ultra 4D Core White,652,159666.66666666666,26222,0,287100,31,0,2
Nike Air Force 1 High Gore-Tex Boot Wheat,652,229000.0,26226,0,219000,2,0,45
New Balance x Invincible x N.Hoolywood 2002R Gray,657,406000.0,26227,0,228000,15,1,44
Nike SB Dunk Low Pro Clear Jade,645,455200.0,26228,0,119000,5,0,45
Nike Air Force 1 Low BRS White,670,144800.0,26231,0,139000,31,0,45
Nike KD 13 EP Chill,816,147666.66666666666,26233,0,179000,25,0,45
New Balance 991 Made in UK Bluesman,863,199800.0,26235,0,239000,6,0,44
 New Balance 998 Made in USA Ski Pack Grey ,2287,165600.0,26236,0,259000,15,0,44
Vans Vault x Notre OG Old Skool LX Black,655,217400.0,26239,0,117900,7,1,61
Vans Vault x Notre OG Old Skool LX Parisian Night,655,178000.0,26240,0,117900,7,1,61
Vans Vault x Notre OG Old Skool LX Mars Red,655,165800.0,26241,0,117900,33,1,61
Nike Dunk High CMFT Premium Light Retro,2584,139000.0,26242,0,157200,18,0,45
Vans Vault x Notre OG Old Skool LX True White,655,187800.0,26243,0,117900,31,1,61
Nike Air Force 1 High '07 LV8 WB Flax,2120,225600.0,26244,0,183400,2,0,45
Adidas Barcelona Shoes,649,92000.0,26245,0,135600,0,0,2
New Balance x Levi's 327 Navy (Levi's Tag),646,168000.0,26247,0,159000,15,1,44
New Balance x Levi's 327 Grey (Levi's Tag),646,186400.0,26248,0,159000,24,1,44
(W) New Balance x Levi's 327 Blue - Levi's Tag,646,318000.0,26249,1,159000,25,1,44
Nike Air Barrage Low Summit White,900,214000.0,26251,0,170300,0,0,45
Nike x Concepts SB Dunk High Pro Mallard,630,177800.0,26257,0,139000,16,1,45
Nike Air Force 1 '07 High 1-800,646,134500.0,26258,0,179000,28,0,45
Nike Dunk High SP Pure Platinum,643,163000.0,26259,0,129000,31,0,45
Nike Kobe 5 Protro Alternate Bruce Lee,629,622400.0,26260,0,219000,12,0,45
Jordan 3 Retro Court Purple,635,185200.0,26261,0,229000,14,0,33
Vans x MoMA Classic Slip-On Faith Ringgold,645,79000.0,26262,0,89000,0,1,61
Nike Air Zoom SuperRep Medium Olive,926,110000.0,26263,0,157200,14,0,45
Nike Air Max 95 Essential Smoke Grey,841,171000.0,26264,0,179000,22,0,45
Nike Air Force 1 Low '07 Black Gold,805,188000.0,26266,0,117900,19,0,45
New Balance 990v3 Made in USA Boston Marathon,3425,150500.0,26267,0,239000,19,0,44
(W) New Balance 990v3 Made in USA Boston Marathon,3425,93500.0,26268,1,239000,19,0,44
Jordan 1 Mid Bred Banned 2020,653,161000.0,26269,0,139000,9,0,33
Nike Air Tailwind 79 Game Royal,829,85400.0,26270,0,109000,5,0,45
Nike Kyrie 6 EP Bred,991,85600.0,26272,0,183400,14,0,45
(W) New Balance 327 Zebra Black Red,671,170800.0,26273,1,133300,23,0,44
New Balance 327 Princess Blue Black,662,123600.0,26274,0,127600,19,0,44
Nike Air Max 97 Hanshin Tigers,884,192000.0,26275,0,222700,29,0,45
Jordan 1 Low White Camo,713,428600.0,26279,0,117900,31,0,33
Adidas x Craig Green Superstar Black Green,649,149800.0,26282,0,393100,1,1,2
Adidas x Craig Green Superstar Off White,649,155400.0,26283,0,393100,31,1,2
Nike x NBA Air Force 1 '07 LV8 White Bright Crimson,672,168200.0,26287,0,144100,32,1,45
New Balance x United Arrows 990v4 Made in USA Grey White,1454,240000.0,26288,0,239000,31,1,44
Nike Air Max 97 Ultra 17 Regency Purple,1345,139000.0,26290,0,229300,22,0,45
Nike Air Max 720 OBJ Slip Summit White,869,214400.0,26291,0,262000,31,0,45
Nike Air Max 95 SE Enigma Stone,602,214600.0,26292,0,209000,15,0,45
Converse Run Star Hike Hi Black Mono,652,83200.0,26293,0,159500,26,0,18
Reebok x Ghostbusters Ghost Smashers 2020,656,194000.0,26294,0,159000,25,1,52
(W) Jordan 6 Retro SD Triple Black,645,230000.0,26296,1,275100,26,0,33
(W) Nike Air Force 1 '07 Light Bone Photon Dust,663,278400.0,26297,1,131000,31,0,45
Adidas x END. Evo 4D Dune,663,135666.66666666666,26298,0,366900,31,1,2
Nike x Gatorade PG 4 EP Grape,944,119200.0,26299,0,129000,8,1,45
Adidas Yeezy Boost 350 V2 Fade,645,269200.0,26301,0,289000,12,0,2
Reebok x Billionaire Boys Club x Icecream Question Low Beepers & Butts,665,109500.0,26304,0,170300,1,1,52
Nike Air Force 1 '07 Low 1-800,650,210400.0,26305,0,169000,31,0,45
Puma x Ader Error Roma Whisper White,1025,204400.0,26306,0,151500,32,1,51
(W) Nike Waffle Racer Crater Photo Blue,644,141800.0,26307,1,119000,32,0,45
Converse x Batman Chuck 70 Hi Black,1032,84000.0,26308,0,115000,16,1,18
Adidas x Kid Cudi Torsion Artillery Hi Wyld Stallyns,678,107000.0,26312,0,207300,17,1,2
Adidas x Kid Cudi Torsion Artillery Hi Crystal White Core Black,678,106000.0,26313,0,207300,17,1,2
Vans x Dime Half Cab Pro LTD Reflective Gray,663,200000.0,26317,0,104800,31,1,61
Nike Air Tailwind 79 Vast Grey,788,113400.0,26323,0,109000,31,0,45
Jordan 1 Zoom Air CMFT Court Black,645,167600.0,26325,0,169000,9,0,33
Nike Dunk Low SP Ceramic,637,275800.0,26326,0,119000,5,0,45
Converse Run Star Hike Hi Cozy Club Light Orewood Brown,647,114750.0,26327,0,119000,27,0,18
Converse Run Star Hike Low Cozy Club Black,647,98750.0,26328,0,115000,27,0,18
Converse x Golf le Fleur Chuck 70 Hi Polka,645,82600.0,26329,0,139000,17,1,18
Reebok x Packer Trinity Premier,647,80000.0,26330,0,129000,8,1,52
Vans x MoMA Authentic Jackson Pollock,645,103000.0,26331,0,89000,4,1,61
Vans x MoMA Era Edvard Munch,645,63800.0,26332,0,89000,0,1,61
Vans ComfyCush Slip-Skool Checkerboard White,840,51500.0,26333,0,126700,0,0,61
(W) Nike Air Force 1 '07 Light Bone,642,117000.0,26334,1,157200,31,0,45
Adidas BW Army White,1888,110800.0,26335,0,139000,10,0,2
Nike ACG Mountain Fly Gore-Tex Black and Dark Grey,644,296800.0,26336,0,259000,20,0,45
Nike ACG Mountain Fly Gore-Tex Khaki,644,426000.0,26337,0,259000,27,0,45
Nike ACG Mountain Fly Gore-Tex Metallic Silver,644,378000.0,26338,0,259000,28,0,45
(W) Nike Daybreak White Metallic Silver,674,178400.0,26340,1,133300,31,0,45
Nike Zoom Fly 3 Laser Crimson,931,180000.0,26341,0,216200,31,0,45
Adidas Ultraboost Summer.Rdy Black,879,102500.0,26343,0,219000,12,0,2
Adidas Superstar Core Black White,969,105600.0,26344,0,109000,11,0,2
Vans x Anderson .Paak Old Skool DX Venice,643,68000.0,26345,0,119000,0,1,61
(W) Nike Space Hippie 04 Iron Grey,642,133400.0,26346,1,159000,15,0,45
(W) Nike Air Max 95 Essential White Black,786,129800.0,26347,1,179000,31,0,45
Nike Air Max 90 Black Radiant Red,647,105000.0,26348,0,183400,12,0,45
New Balance 327 White Black,580,159400.0,26349,0,109000,24,0,44
New Balance 327 Magnet Team Red,580,131600.0,26350,0,109000,6,0,44
Adidas x 032c Campus Prince Albert White,644,190000.0,26351,0,175400,31,1,2
Adidas x 032c Campus Prince Albert Black,644,196000.0,26352,0,175400,11,1,2
Hoka One One Bondi 7 Black - Wide,716,180800.0,26353,0,199000,29,0,28
Vans x Anderson .Paak Sid DX Malibu,643,104800.0,26354,0,143500,7,1,61
Nike LeBron 18 Los Angeles By Night,643,89000.0,26355,0,262000,14,0,45
Nike ACG Air Nasu Gore-Tex Khaki Golden Beige,644,142600.0,26356,0,183400,12,0,45
Hoka One One Bondi 7 Black,716,187000.0,26357,0,199000,29,0,28
(W) Hoka One One Bondi 7 Black,716,177600.0,26358,1,199000,29,0,28
(W) Hoka One One Bondi 7 Black - Wide,716,182400.0,26359,1,199000,29,0,28
Reebok x Brain Dead Pump Court CT Pathways,702,71200.0,26363,0,209600,17,1,52
Nike Blazer Mid '77 Vintage Brick Red,917,84400.0,26364,0,131000,0,0,45
Nike Air Command Force University Red,2796,80000.0,26365,0,229000,2,0,45
New Balance 992 Made in USA Black Grey Volt,724,181600.0,26366,0,229300,15,0,44
New Balance 992 Made in USA Bright Volt,747,204000.0,26367,0,288200,12,0,44
Reebok Sock Run R Print Black,1560,72600.0,26368,0,249000,28,0,52
Converse Chuck 70 Ox Vintage Canvas Sedona Red,857,61666.66666666666,26369,0,89000,7,0,18
Nike Kyrie 7 EP Sisterhood,645,150200.0,26370,0,159000,14,0,45
Nike Kyrie 7 EP Creator,645,168200.0,26371,0,159000,1,0,45
Nike Kyrie 7 EP Icons of Sport,645,214500.0,26372,0,159000,14,0,45
Nike Kyrie 7 EP Special FX,645,341800.0,26373,0,159000,18,0,45
Nike Kyrie 7 EP Expressions,645,475400.0,26374,0,159000,25,0,45
Nike Kyrie 7 EP Soundwave,645,187400.0,26375,0,159000,1,0,45
Jordan XXXV SP-R PF Warrior,666,200000.0,26376,0,235800,14,0,33
Vans Era Big Daisies Black,1325,156800.0,26377,0,65000,7,0,61
Vans ComfyCush Era Pinned,667,46333.333333333336,26379,0,85000,7,0,61
Vans Vault OG Style 43 LX Pinstripe Navy,1230,77200.0,26380,0,94100,0,0,61
Vans Vault OG Style 43 LX Pinstripe Red,1230,88800.0,26383,0,94100,0,0,61
Hoka One One Bondi L Dune Oxford Tan,1395,229000.0,26384,0,222700,15,0,28
Adidas Yeezy 700 V3 Safflower,642,369000.0,26385,0,269000,31,0,2
Vans ComfyCush Old Skool Split,1325,40000.0,26386,0,91700,19,0,61
Vans Classic Slip-On Sherpa Checkerboard,1714,47400.0,26387,0,79000,31,0,61
Vans Old Skool Mule Fleece Pack White Asparagus,1038,49500.0,26389,0,79000,31,0,61
Jordan XXXV PF DNA,645,160400.0,26391,0,229000,14,0,33
Jordan XXXV DNA,645,95000.0,26392,0,235800,14,0,33
(Kids) Adidas Yeezy 700 V3 Safflower,642,289800.0,26393,0,209600,31,0,2
Adidas x Jonah Hill Samba Green Night,642,100000.0,26395,0,144100,11,1,2
Nike Space Hippie 04 Iron Grey,642,84200.0,26396,0,159000,15,0,45
Nike Air Max Zephyr Lime,644,99500.0,26397,0,229000,29,0,45
Vans ComfyCush Slip-Skool Checkerboard Safety Yellow,853,60000.0,26399,0,98200,31,0,61
(W) Jordan 1 Mid SE Dark Beetroot,627,296600.0,26400,1,139000,3,0,33
Vans ComfyCush Authentic Checker Zinnia,1217,39250.0,26401,0,85000,0,0,61
New Balance 991.9 Made in UK Caviar & Vodka,1538,280333.3333333333,26403,0,269600,6,0,44
Nike Nike LeBron 18 James Gang,678,96000.0,26405,0,239000,23,0,45
Nike LeBron 18 Reflections,696,232800.0,26406,0,239000,23,0,45
Adidas x Jonah Hill Samba Craft Ochre,642,102600.0,26411,0,144100,21,1,2
Nike Air VaporMax 2020 Flyknit Summit White,742,193600.0,26412,0,259000,32,0,45
Adidas x Pharrell Williams Hu NMD Core Black,637,207000.0,26414,0,299000,8,1,2
New Balance 920 Made in UK Multi-Color,641,171000.0,26415,0,275100,15,0,44
